customer_id,customer_name,email,phone,age,generation,postcode,postcode_area,distance_from_harrods_km,segment,customer_type,nationality,expected_annual_visits,registration_date,estimated_income,loyalty_member,preferred_contact_method,marketing_opt_in,last_campaign_response,customer_notes,clv,days_since_purchase
CUST-004122,William I. Brown,william.brown@btinternet.com,+44 50 6696 3962,53,Gen X,NW3 7AP,NW3,6.5,High Potential,Local,UK,3,2024-12-10,76829.0,Silver,SMS,False,Opened,,52150.97,22.0
CUST-004123,Mohammad P. Smith,mohammad.smith@hotmail.co.uk,+44 58 6454 3802,28,Millennial,SW7 2FK,SW7,1.5,VIP,Local,UK,18,2025-09-20,50602.0,Standard,Post,False,Ignored,VIP concierge requested,125635.65,86.0
CUST-004124,Victoria  Harrison,victoria.harrison@gmail.com,,63,Boomer,SW3 5AO,SW3,0.8,At Risk,Local,UK,8,2024-01-07,102671.0,Bronze,Email,True,Clicked,,371770.25,84.0
CUST-004125,William  Byrne,william.byrne@btinternet.com,+44 39 8366 2591,53,Gen X,SW3 1LP,SW3,0.8,Regular,Local,UK,8,2025-12-03,99128.0,Silver,SMS,False,Ignored,VIP concierge requested,39249.7,1.0
CUST-004126,Frances Z. Rees,frances.rees@icloud.com,+44 34 2782 4036,18,Gen Z,SW10 4QZ,SW10,3.8,At Risk,Local,UK,2,2025-08-01,69364.0,Bronze,SMS,,Ignored,,31646.409999999996,232.0
CUST-004127,Naomi A. Cook,naomi.cook@gmail.com,+44 66 2563 7802,40,Millennial,SW3 3BH,SW3,0.8,Regular,Local,UK,8,2024-10-03,64771.0,Standard,Email,False,,Referred by friend,254194.43,23.0
CUST-004128,Allan U. Rice,allan.rice@yahoo.co.uk,+44 60 3725 5874,33,Millennial,SW5 7ZY,SW5,3.2,At Risk,Local,UK,3,2024-02-08,77177.0,,SMS,True,Ignored,,151937.97,66.0
CUST-004129,Kenneth  Jones,kenneth.jones@hotmail.co.uk,+44 25 7669 1383,34,Millennial,SW7 1XB,SW7,1.5,Regular,Local,UK,6,2025-08-24,77818.0,Silver,Phone,False,Unsubscribed,,47646.97,93.0
CUST-004130,Julie  John,julie48@hotmail.co.uk,+44 58 5371 4567,31,Millennial,SW11 1RJ,SW11,5.0,Regular,Local,UK,2,2025-11-30,42839.0,Standard,SMS,False,,,68195.39,14.0
CUST-004131,James I. Harris,james.harris@yahoo.co.uk,+44 57 7995 4584,46,Gen X,W8 4QB,W8,2.0,Regular,Local,UK,5,2024-03-21,66648.0,Gold,Phone,False,Unsubscribed,,35063.590000000004,6.0
CUST-004132,Elizabeth  Reid,elizabeth.reid@yahoo.co.uk,+44 55 9370 3268,62,Boomer,SW3 5ID,SW3,0.8,High Potential,Local,UK,8,2025-05-10,73298.0,Gold,Post,True,Ignored,,58986.04,75.0
CUST-004133,Julie Z. West,julie.west@gmail.com,+44 20 5508 4137,31,Millennial,SW3 9UD,SW3,0.8,Regular,Local,UK,8,2025-12-27,90799.0,,Post,False,Unsubscribed,,82502.07,-172.0
CUST-004134,Elizabeth E. Parker,elizabeth.parker@yahoo.co.uk,+44 75 1758 8154,45,Gen X,W8 7QJ,W8,2.0,High Potential,Local,UK,5,2024-06-07,68680.0,Standard,SMS,True,Clicked,,254326.08000000002,165.0
CUST-004135,Charles J. Thompson,charles.thompson@gmail.com,,54,Gen X,SW1 5UM,SW1,1.2,High Potential,Local,UK,7,2024-05-07,85773.0,Bronze,Post,True,Unsubscribed,Prefers morning appointments,45212.61,20.0
CUST-004136,Victoria  Adams,victoria.adams@btinternet.com,,51,Gen X,NW3 4SR,NW3,6.5,Regular,Local,UK,3,2024-01-05,92817.0,Gold,,False,Ignored,,61797.69,20.0
CUST-004137,William Q. Begum,william209@gmail.com,,66,Boomer,SW1 5BM,SW1,1.2,Regular,Local,UK,7,2024-06-28,84140.0,Standard,Post,False,,,55186.3,5.0
CUST-004138,James  Murray,james.murray@btinternet.com,+44 65 7428 2310,46,Gen X,W8 5MA,W8,2.0,Regular,Local,UK,5,2025-04-25,38743.0,Gold,Phone,False,,VIP concierge requested,16946.79,9.0
CUST-004139,Victoria O. Holmes,victoria.holmes@yahoo.co.uk,+44 40 4946 1546,51,Gen X,SW1 6ZY,SW1,1.2,VIP,Local,UK,20,2025-07-15,93423.0,Standard,Email,False,Clicked,,286296.29000000004,-1.0
CUST-004140,Gerard  Ryan,gerard.ryan@gmail.com,+44 74 4890 3912,32,Millennial,SE1 3UP,SE1,5.5,Regular,Local,UK,1,2025-10-07,56110.0,,Post,False,Unsubscribed,,39774.68,336.0
CUST-004141,Yvonne  Gardner,yvonne.gardner@gmail.com,+44 20 5522 2281,41,Millennial,SW1 9DX,SW1,1.2,Regular,Local,UK,7,2024-05-19,86115.0,Bronze,SMS,False,,,148853.75,7.0
CUST-004142,George V. Haynes,george.haynes@btinternet.com,+44 62 1774 8374,58,Gen X,SW7 7MO,SW7,1.5,Regular,Local,UK,6,2025-09-25,60009.0,Gold,SMS,True,Opened,,200305.23,123.0
CUST-004143,Tina F. Brennan,tina.brennan@gmail.com,+44 42 3460 4209,34,Millennial,SW5 1YO,SW5,3.2,Regular,Local,UK,3,2024-06-15,71750.0,Bronze,SMS,True,Opened,,10806.22,410.0
CUST-004144,William H. Donnelly,william.donnelly@btinternet.com,+44 49 9152 4689,65,Boomer,SW3 1SD,SW3,0.8,Regular,Local,UK,8,2024-02-08,86882.0,Silver,SMS,True,Unsubscribed,,45315.03,59.0
CUST-004145,Charles  Blake,charles.blake@gmail.com,+44 47 4519 2943,53,Gen X,SW3 7HT,SW3,0.8,Regular,Local,UK,8,2024-07-09,111632.0,Gold,Email,True,Opened,,282503.84,190.0
CUST-004146,Anne  Dawson,anne.dawson@yahoo.co.uk,,44,Gen X,W11 1PA,W11,4.2,Regular,Local,UK,3,2025-06-29,83861.0,Standard,,False,,,138161.65,45.0
CUST-004147,Dominic A. Bennett,dominic.bennett@gmail.com,+44 58 9059 4362,280,Millennial,SW7 1KI,SW7,1.5,At Risk,Local,UK,6,2025-02-22,86771.0,Silver,Post,False,Opened,,57531.04,12.0
CUST-004148,Charlotte Q. Bell,charlotte.bell@yahoo.co.uk,+44 33 8816 1397,50,Gen X,SW1 8OO,SW1,1.2,VIP,Local,UK,20,2024-04-05,91262.0,Gold,Post,False,Opened,Referred by friend,105995.3,72.0
CUST-004149,Hayley F. Hooper,hayley.hooper@hotmail.co.uk,+44 20 9106 8575,42,Millennial,SW3 1LW,SW3,0.8,VIP,Local,UK,24,2024-10-29,101380.0,Standard,Phone,False,,,428692.68,19.0
CUST-004150,George  Lamb,george.lamb@yahoo.co.uk,+44 77 9881 7077,54,Gen X,SW7 9HR,SW7,1.5,Regular,Local,UK,6,2025-09-09,76633.0,Gold,Post,False,Opened,Prefers morning appointments,91935.25,64.0
CUST-004151,Garry  Davidson,garry.davidson@hotmail.co.uk,+44 54 9985 6286,36,Millennial,SW3 7TV,SW3,0.8,High Potential,Local,UK,8,2024-12-20,81229.0,Gold,Post,True,Ignored,,192851.24,83.0
CUST-004152,Robert G. Moore,robert.moore@hotmail.co.uk,+44 27 2263 2310,37,Millennial,SW3 3HS,SW3,0.8,High Potential,Local,UK,8,2024-07-08,102486.0,,Post,False,Ignored,,42434.75,102.0
CUST-004153,Rita J. Williams,rita.williams@icloud.com,+44 78 3691 9326,22,Gen Z,N1 3VN,N1,6.8,Regular,Local,UK,2,2024-10-10,64454.0,Silver,Email,False,,,4274.65,658.0
CUST-004154,Elizabeth X. Butler,elizabeth.butler@gmail.com,+44 44 5273 2053,63,Boomer,SW1 8DW,SW1,1.2,Regular,Local,UK,7,2025-08-18,93098.0,Standard,Post,True,Ignored,,114185.62,2.0
CUST-004155,Alexandra A. Smith,alexandra.smith@yahoo.co.uk,+44 31 2300 7751,29,Millennial,W11 7PU,W11,4.2,VIP,Local,UK,9,2025-03-03,97209.0,Standard,,True,Unsubscribed,,131763.61000000002,149.0
CUST-004156,Francesca  King,francesca.king@gmail.com,+44 26 4500 1393,34,Millennial,SE1 4LA,SE1,5.5,Regular,Local,UK,1,2024-08-11,40979.0,Silver,SMS,False,,,2499.06,97.0
CUST-004157,Margaret M. Doherty,margaret.doherty@yahoo.co.uk,+44 31 8893 5890,62,Boomer,W8 7UD,W8,2.0,Regular,Local,UK,5,2024-03-20,81829.0,Standard,,True,Ignored,,31747.280000000002,11.0
CUST-004158,Anne  Bentley,anne.bentley@gmail.com,+44 36 9933 4946,46,Gen X,SW1 7RM,SW1,1.2,Regular,Local,UK,7,2024-09-26,78602.0,Gold,Post,False,Unsubscribed,,79236.5,32.0
CUST-004159,Iain O. Poole,iain.poole@gmail.com,+44 63 9475 9565,29,Millennial,SW5 5GI,SW5,3.2,Regular,Local,UK,3,2025-03-10,60072.0,,SMS,True,Unsubscribed,,31537.54,41.0
CUST-004160,Charles  Stanley,charles.stanley@gmail.com,+44 49 3531 6809,62,Boomer,SW3 9KG,SW3,0.8,Regular,Local,UK,8,2024-07-13,78242.0,Standard,Post,True,Opened,,98921.89,65.0
CUST-004161,Frances  Shaw,frances.shaw@yahoo.co.uk,+44 72 1408 7819,35,Millennial,SW10 2SW,SW10,3.8,Regular,Local,UK,2,2024-02-05,28546.0,Silver,,True,Ignored,,13810.13,402.0
CUST-004162,Sean R. Harrison,sean.harrison@yahoo.co.uk,+44 49 2418 6839,27,Millennial,W11 8KB,W11,4.2,Regular,Local,UK,3,2024-01-16,78612.0,Silver,SMS,False,Clicked,,23446.25,0.0
CUST-004163,Shane P. Warner,,+44 27 9766 3927,34,Millennial,SW3 2UC,SW3,0.8,Regular,Local,UK,8,2025-01-10,112074.0,Standard,Post,True,Ignored,,386858.03,34.0
CUST-004164,June Y. Barnett,june.barnett@yahoo.co.uk,+44 66 3915 1949,34,Millennial,SW3 9DP,SW3,0.8,Regular,Local,UK,8,2025-03-17,87269.0,Silver,Post,True,Clicked,,77604.23,73.0
CUST-004165,Nicola P. Richardson,nicola.richardson@outlook.com,+44 54 6301 8440,24,Gen Z,SW3 4OK,SW3,0.8,Regular,Local,UK,8,2024-07-26,112100.0,Bronze,,True,Ignored,,58137.04,18.0
CUST-004166,Charles E. Taylor,charles.taylor@btinternet.com,+44 25 2015 5473,56,Gen X,SW3 9SZ,SW3,0.8,High Potential,Local,UK,8,2025-10-03,75901.0,Gold,Email,True,,,155137.71,44.0
CUST-004167,Luke Z. Barnett,luke.barnett@hotmail.co.uk,+44 44 5552 5714,41,Millennial,SW3 8ZH,SW3,0.8,Regular,Local,UK,8,2024-07-14,89828.0,Silver,Phone,False,Opened,,73416.15,11.0
CUST-004168,Toby U. Hall,toby588@hotmail.co.uk,+44 39 5432 1607,39,Millennial,SW3 9MB,SW3,0.8,High Potential,Local,UK,8,2025-01-15,125044.0,Silver,Phone,True,Clicked,,54812.89,12.0
CUST-004169,Roger O. Murray,roger.murray@yahoo.co.uk,+44 44 8226 2559,30,Millennial,SW10 4JZ,SW10,3.8,High Potential,Local,UK,2,2024-08-09,35876.0,Gold,Post,False,Opened,,89213.43,182.0
CUST-004170,Samuel F. Mason,samuel.mason@gmail.com,,26,Gen Z,W11 1FW,W11,4.2,VIP,Local,UK,9,2025-10-17,43054.0,Gold,,False,Ignored,,51096.89,12.0
CUST-004171,Henry S. Clarke,henry.clarke@btinternet.com,+44 75 6052 7296,62,Boomer,SW1 7AI,SW1,1.2,VIP,Local,UK,20,2025-07-31,91659.0,Gold,SMS,False,Clicked,,183131.31,69.0
CUST-004172,Lauren M. Smith,lauren.smith@outlook.com,,25,Gen Z,SW5 1WU,SW5,3.2,VIP,Local,UK,10,2025-06-05,58462.0,Silver,Post,False,Opened,,115046.33,2.0
CUST-004173,Victoria M. Slater,victoria.slater@btinternet.com,+44 64 6799 7772,66,Boomer,W1 6DF,W1,2.5,High Potential,Local,UK,4,2024-06-21,57053.0,Standard,SMS,False,Opened,,155259.46000000002,94.0
CUST-004174,Gemma D. Green,gemma.green@icloud.com,+44 44 6178 8076,25,Gen Z,SW6 4QG,SW6,4.8,Regular,Local,UK,2,2025-02-07,58544.0,Silver,Email,False,,,15947.06,288.0
CUST-004175,Robert  Clark,robert.clark@gmail.com,+44 66 3389 8203,40,Millennial,SW1 8WQ,SW1,1.2,High Potential,Local,UK,7,2024-05-17,84626.0,Bronze,,True,,,29554.99,151.0
CUST-004176,Dennis  Hodgson,dennis.hodgson@hotmail.co.uk,+44 52 3328 4220,37,Millennial,SW7 8QA,SW7,1.5,Regular,Local,UK,6,2024-06-27,83034.0,Bronze,Phone,True,Clicked,Prefers morning appointments,66695.09,11.0
CUST-004177,Sarah  Mills,sarah.mills@gmail.com,+44 29 4684 3413,33,Millennial,SW11 1YD,SW11,5.0,VIP,Local,UK,5,2025-11-09,58249.0,Bronze,Post,False,,,10077.0,465.0
CUST-004178,Melanie Y. Hill,melanie.hill@hotmail.co.uk,+44 53 1196 1744,27,Millennial,N1 6XN,N1,6.8,Regular,Local,UK,2,2024-08-23,21053.0,Silver,Phone,False,,,24785.989999999998,118.0
CUST-004179,Lisa F. Bull,lisa.bull@hotmail.co.uk,+44 66 3299 2438,41,Millennial,SW10 4JR,SW10,3.8,Regular,Local,UK,2,2024-02-19,38396.0,Silver,Phone,True,,,54686.28999999999,10.0
CUST-004180,Margaret  Goddard,margaret.goddard@gmail.com,+44 57 9429 1696,46,Gen X,W1 5AM,W1,2.5,Regular,Local,UK,4,2025-05-12,73113.0,Standard,Email,True,Ignored,,134965.07,70.0
CUST-004181,Elizabeth T. Marsh,elizabeth.marsh@btinternet.com,+44 23 4752 9411,45,Gen X,,SW7,1.5,VIP,Local,UK,18,2025-04-18,114488.0,Bronze,Phone,True,,,59712.67,143.0
CUST-004182,Paula  Fisher,paula.fisher@gmail.com,+44 61 7818 1063,25,Gen Z,W11 9SG,W11,4.2,Regular,Local,UK,3,2025-08-14,47152.0,Silver,SMS,True,Ignored,,14089.33,95.0
CUST-004183,Bernard P. Harrison,bernard.harrison@yahoo.co.uk,+44 76 8494 6417,30,Millennial,E14 1LN,E14,8.2,Regular,Local,UK,2,2024-04-16,52751.0,,Email,False,,,9334.18,266.0
CUST-004184,Lydia I. Roberts,lydia.roberts@outlook.com,+44 27 9647 7848,26,Gen Z,SW5 3UJ,SW5,3.2,Regular,Local,UK,3,2024-04-21,45236.0,Bronze,Phone,False,,,7439.17,132.0
CUST-004185,Kirsty  Walker,kirsty.walker@yahoo.co.uk,+44 31 6327 4504,30,Millennial,SW1 7MI,SW1,1.2,VIP,Local,UK,20,2025-05-26,93280.0,Gold,Email,False,Unsubscribed,,187509.96000000002,6.0
CUST-004186,Margaret N. Chan,margaret.chan@yahoo.co.uk,+44 68 3649 1173,45,Gen X,SW3 4AK,SW3,0.8,Regular,Local,UK,8,2025-01-30,117906.0,Standard,Phone,False,,,109828.18000000001,1.0
CUST-004187,Catherine D. Porter,catherine.porter@yahoo.co.uk,+44 24 6873 9907,50,Gen X,SW1 2MB,SW1,1.2,Regular,Local,UK,7,2025-03-18,86343.0,Gold,Email,True,Unsubscribed,,88623.61,27.0
CUST-004188,Charles D. Rees,charles.rees@yahoo.co.uk,+44 58 8378 4347,46,Gen X,W11 8JO,W11,4.2,Regular,Local,UK,3,2025-06-13,34875.0,,Phone,False,,,10735.0,133.0
CUST-004189,Charlotte E. Pritchard,charlotte.pritchard@gmail.com,+44 39 4769 4644,52,Gen X,W1 3FE,W1,2.5,Regular,Local,UK,4,2024-04-15,85141.0,Standard,Phone,True,,,18110.71,72.0
CUST-004190,Victoria  Rogers,victoria.rogers@yahoo.co.uk,+44 66 9219 7853,50,Gen X,W8 2YD,W8,2.0,VIP,Local,UK,15,2024-10-15,87183.0,Gold,,False,Unsubscribed,,172963.95,85.0
CUST-004191,Clare U. Roberts,clare.roberts@icloud.com,+44 38 3496 9394,25,Gen Z,SW6 8NS,SW6,4.8,At Risk,Local,UK,2,2024-01-30,38262.0,Silver,Post,True,,Prefers morning appointments,11204.4,79.0
CUST-004192,Raymond  James,raymond.james@gmail.com,+44 38 7609 4422,24,Gen Z,SE1 3YH,SE1,5.5,Regular,Local,UK,1,2025-05-16,50376.0,Silver,Phone,False,Opened,,61171.16,72.0
CUST-004193,Sian Z. Smith,sian.smith@hotmail.co.uk,+44 73 1691 7721,35,Millennial,W8 2TN,W8,2.0,VIP,Local,UK,15,2024-07-28,73765.0,Bronze,Email,True,,,58694.51,36.0
CUST-004194,Victoria  Harper,victoria.harper@btinternet.com,+44 22 2103 4104,43,Gen X,SW1 5VZ,SW1,1.2,High Potential,Local,UK,7,2025-07-09,94033.0,Silver,Phone,False,,,200024.63,2.0
CUST-004195,Margaret S. Wheeler,margaret.wheeler@yahoo.co.uk,+44 75 7295 6558,61,Boomer,SW1 5DO,SW1,1.2,Regular,Local,UK,7,2025-01-04,102079.0,,Post,False,Ignored,,68323.25,0.0
CUST-004196,Elizabeth M. Bibi,elizabeth.bibi@btinternet.com,+44 60 6597 8831,48,Gen X,W1 6BG,W1,2.5,At Risk,Local,UK,4,2025-05-01,92805.0,Bronze,SMS,False,Opened,,86680.91,39.0
CUST-004197,Rhys B. Patel,rhys.patel@hotmail.co.uk,+44 23 7940 2932,36,Millennial,SW5 1CP,SW5,3.2,Regular,Local,UK,3,2025-08-10,66324.0,Silver,SMS,False,Unsubscribed,,79962.87999999999,0.0
CUST-004198,Derek  Chadwick,derek.chadwick@hotmail.co.uk,+44 36 2759 8393,41,Millennial,SW7 4ZP,SW7,1.5,Regular,Local,UK,6,2025-05-07,82240.0,Gold,SMS,False,Clicked,,83218.97,41.0
CUST-004199,Robert V. Patterson,robert.patterson@gmail.com,+44 49 6170 2191,33,Millennial,W11 8TE,W11,4.2,Regular,Local,UK,3,2025-12-17,45370.0,Standard,Post,True,Clicked,,13093.92,-1.0
CUST-004200,Susan C. Bennett,susan.bennett@hotmail.co.uk,+44 76 8814 5257,27,Millennial,SW3 8JK,SW3,0.8,Regular,Local,UK,8,2025-04-23,76041.0,Standard,Phone,False,,,376304.58999999997,2.0
CUST-004201,Frances  McDonald,frances.mcdonald@hotmail.co.uk,+44 38 1977 5054,39,Millennial,SW10 6HT,SW10,3.8,VIP,Local,UK,6,2024-12-06,48577.0,Silver,Phone,True,,,28570.17,17.0
CUST-004202,James Q. Jones,james.jones@yahoo.co.uk,+44 39 7710 2651,39,Millennial,W1 1HO,W1,2.5,High Potential,Local,UK,4,2024-12-17,89705.0,Bronze,Post,True,Unsubscribed,,417406.89,142.0
CUST-004203,Charles D. Cartwright,charles.cartwright@yahoo.co.uk,+44 48 1261 6915,44,Gen X,W1 9AN,W1,2.5,Regular,Local,UK,4,2024-07-07,76691.0,Bronze,Phone,False,Unsubscribed,,50321.34,87.0
CUST-004204,Deborah Q. Baker,deborah.baker@icloud.com,+44 68 5911 5597,26,Gen Z,SW10 5AC,SW10,3.8,VIP,Local,UK,6,2025-07-07,50107.0,Standard,SMS,False,Unsubscribed,,6063.8,48.0
CUST-004205,Wendy  John,wendy.john@hotmail.co.uk,,38,Millennial,W1 5UQ,W1,2.5,Regular,Local,UK,4,2025-07-28,54885.0,Gold,SMS,False,Opened,Anniversary reminder set,177363.02,10.0
CUST-004206,Dylan X. Pearce,dylan.pearce@gmail.com,+44 25 9605 7894,33,Millennial,W1 6VN,W1,2.5,Regular,Local,UK,4,2025-12-28,70117.0,Standard,SMS,True,Opened,,12409.9,118.0
CUST-004207,William H. Gibson,william.gibson@btinternet.com,+44 30 4719 2833,51,Gen X,W6 3EA,W6,5.2,Regular,Local,UK,1,2024-03-20,24791.0,Gold,Email,False,,,14988.789999999999,449.0
CUST-004208,Eileen L. Watson,eileen.watson@yahoo.co.uk,+44 59 1519 4735,31,Millennial,,SW7,1.5,Regular,Local,UK,6,2024-12-26,78289.0,Silver,Phone,False,,,65273.63,1.0
CUST-004209,Mohammed  Johnson,mohammed.johnson@hotmail.co.uk,,27,Millennial,SW11 6XI,SW11,5.0,Regular,Local,UK,2,2025-02-06,62612.0,Silver,Email,True,Ignored,,25953.2,161.0
CUST-004210,Joanna  Smith,joanna.smith@yahoo.co.uk,,42,Millennial,SW1 3GE,SW1,1.2,Regular,Local,UK,7,2025-11-03,67651.0,Gold,SMS,False,Clicked,,50598.12,49.0
CUST-004211,Owen A. Mason,owen.mason@gmail.com,+44 78 5899 1715,39,Millennial,SW3 5TG,SW3,0.8,Regular,Local,UK,8,2025-10-28,97738.0,Bronze,Phone,True,Clicked,,73199.3,45.0
CUST-004212,William K. Wall,william.wall@yahoo.co.uk,+44 56 6570 1608,44,Gen X,E14 2HE,E14,8.2,Regular,Local,UK,2,2025-07-04,44630.0,Standard,SMS,True,,,39451.95,193.0
CUST-004213,Catherine X. Fletcher,catherine.fletcher@gmail.com,+44 27 1733 3846,47,Gen X,SW7 9NP,SW7,1.5,Regular,Local,UK,6,2025-07-14,77487.0,Silver,SMS,False,Clicked,,180938.35,1.0
CUST-004214,Henry A. Watts,henry.watts@gmail.com,+44 41 3176 2463,59,Boomer,W1 5IC,W1,2.5,High Potential,Local,UK,4,2025-05-24,67859.0,Standard,Email,True,Opened,,44787.409999999996,205.0
CUST-004215,Ryan  Pearson,,+44 60 1755 9893,28,Millennial,W8 4GP,W8,2.0,High Potential,Local,UK,5,2025-05-20,68094.0,Standard,Email,True,Ignored,,72406.03,36.0
CUST-004216,Karl P. Allen,karl.allen@gmail.com,,42,Millennial,W8 5JL,W8,2.0,VIP,Local,UK,15,2024-11-09,95670.0,Bronze,Email,False,,,27138.940000000002,1.0
CUST-004217,Elizabeth E. Fox,elizabeth.fox@yahoo.co.uk,+44 21 8297 9799,64,Boomer,SW7 6PR,SW7,1.5,At Risk,Local,UK,6,2025-12-31,110648.0,Standard,Email,True,,,71057.15000000001,17.0
CUST-004218,Brian Y. Lowe,brian.lowe@gmail.com,+44 62 5410 9335,22,Gen Z,SW1 9QI,SW1,1.2,Regular,Local,UK,7,2024-02-17,108752.0,Bronze,,True,Ignored,Prefers morning appointments,34820.19,38.0
CUST-004219,Amelia V. Young,amelia.young@hotmail.co.uk,,38,Millennial,SW11 8XE,SW11,5.0,At Risk,Local,UK,2,2024-07-15,80533.0,Standard,Post,True,,VIP concierge requested,94918.58,112.0
CUST-004220,Malcolm S. Wall,malcolm.wall@gmail.com,+44 65 6370 7678,38,Millennial,SW7 5LR,SW7,1.5,VIP,Local,UK,18,2024-09-26,67997.0,Silver,Email,False,Unsubscribed,,109432.36,232.0
CUST-004221,Anne V. Wright,anne.wright@btinternet.com,+44 73 3526 9911,62,Boomer,SW6 6QP,SW6,4.8,Regular,Local,UK,2,2025-02-26,53881.0,Bronze,Post,True,,Prefers morning appointments,68159.96,24.0
CUST-004222,Clifford S. Smith,clifford.smith@hotmail.co.uk,+44 77 1524 7163,32,Millennial,W8 2TX,W8,2.0,At Risk,Local,UK,5,2025-04-30,100151.0,Bronze,Email,,Unsubscribed,,41004.7,-46.0
CUST-004223,Margaret A. Cox,margaret.cox@btinternet.com,+44 26 2096 2767,51,Gen X,W11 3UH,W11,4.2,Regular,Local,UK,3,2025-02-04,77210.0,Silver,Phone,True,Ignored,,16529.32,25.0
CUST-004224,Brandon  Stewart,brandon720@hotmail.co.uk,+44 63 8462 1157,42,Millennial,W8 4YN,W8,2.0,Regular,Local,UK,5,2024-01-15,65868.0,Standard,Email,True,,Anniversary reminder set,118099.34,90.0
CUST-004225,Gordon C. Ball,gordon.ball@gmail.com,+44 43 5107 8936,39,Millennial,W8 8AB,W8,2.0,Regular,Local,UK,5,2024-05-10,95025.0,Standard,Phone,False,,,30584.47,41.0
CUST-004226,Joel L. Lord,joel.lord@gmail.com,+44 70 6926 6250,28,Millennial,NW3 1RH,NW3,6.5,VIP,Local,UK,8,2024-01-04,63854.0,,SMS,,Opened,,12960.310000000001,93.0
CUST-004227,Janet L. Williams,janet.williams@gmail.com,+44 74 4771 7363,39,Millennial,SW1 5PM,SW1,1.2,High Potential,Local,UK,7,2024-05-06,57881.0,Silver,Post,True,Clicked,Referred by friend,49303.0,46.0
CUST-004228,Craig T. Jackson,craig955@yahoo.co.uk,,33,Millennial,W6 2BU,W6,5.2,Regular,Local,UK,1,2025-03-08,53302.0,Bronze,,True,Ignored,,52176.63,70.0
CUST-004229,Brett J. Ward,brett.ward@yahoo.co.uk,+44 28 2097 7943,41,Millennial,SW3 2WR,SW3,0.8,Regular,Local,UK,8,2025-07-20,96708.0,Standard,Email,True,Unsubscribed,Anniversary reminder set,56888.8,47.0
CUST-004230,Bryan I. Roberts,bryan819@icloud.com,+44 39 8344 7571,21,Gen Z,SW1 1QJ,SW1,1.2,VIP,Local,UK,20,2024-05-24,80196.0,Gold,Email,False,,,81930.24,31.0
CUST-004231,Anne N. Williams,anne.williams@btinternet.com,+44 42 7876 9294,57,Gen X,NW3 5XZ,NW3,6.5,Regular,Local,UK,3,2025-05-09,58174.0,Standard,Phone,True,Ignored,,49562.14,70.0
CUST-004232,Anne C. Potter,anne.potter@gmail.com,+44 53 7882 3151,65,Boomer,SW6 8KF,SW6,4.8,At Risk,Local,UK,2,2024-08-24,51532.0,Bronze,Post,,Opened,,25109.57,34.0
CUST-004233,Phillip  Scott,phillip.scott@gmail.com,+44 58 9463 7849,18,Gen Z,SW1 4UO,SW1,1.2,Regular,Local,UK,7,2025-07-15,66873.0,Standard,Email,False,,,27491.829999999998,31.0
CUST-004234,Thomas  Dawson,thomas.dawson@gmail.com,+44 32 2298 8516,18,Gen Z,E14 3ZS,E14,8.2,High Potential,Local,UK,2,2024-07-21,93681.0,Gold,Email,False,Opened,,4394.85,123.0
CUST-004235,Anne C. Newman,anne.newman@yahoo.co.uk,+44 51 2715 5668,470,Gen X,SW1 7WR,SW1,1.2,At Risk,Local,UK,7,2025-03-03,74130.0,Gold,Phone,False,,,282063.36000000004,3.0
CUST-004236,Catherine D. Pearce,catherine.pearce@btinternet.com,+44 32 2031 4709,43,Gen X,SW5 5CK,SW5,3.2,At Risk,Local,UK,3,2024-11-04,76142.0,Silver,Post,False,Unsubscribed,,18981.879999999997,7.0
CUST-004237,William U. Bennett,william.bennett@btinternet.com,+44 64 1234 4347,54,Gen X,SW3 6EQ,SW3,0.8,Regular,Local,UK,8,2024-02-21,107034.0,Gold,Post,False,,,124144.89,39.0
CUST-004238,Michael T. Parkin,michael.parkin@gmail.com,+44 61 3787 7626,21,Gen Z,SW5 5XB,SW5,3.2,VIP,Local,UK,10,2024-09-11,58360.0,Bronze,,False,Clicked,,49612.49,19.0
CUST-004239,Anne I. Ali,anne.ali@yahoo.co.uk,+44 49 2417 7091,50,Gen X,SW1 5FF,SW1,1.2,VIP,Local,UK,20,2024-09-24,77875.0,Standard,Email,True,,,118160.22,59.0
CUST-004240,Joe K. Hopkins,joe.hopkins@gmail.com,+44 70 9054 2769,40,Millennial,SW3 8XO,SW3,0.8,Regular,Local,UK,8,2025-10-21,123362.0,Bronze,Email,True,Unsubscribed,,89598.17,-170.0
CUST-004241,Rosemary I. Knight,rosemary.knight@gmail.com,+44 36 7847 7209,31,Millennial,SW3 9JR,SW3,0.8,VIP,Local,UK,24,2025-03-13,77506.0,Silver,SMS,True,,,93283.34,187.0
CUST-004242,Allan K. Wood,allan.wood@gmail.com,,36,Millennial,NW3 4MU,NW3,6.5,VIP,Local,UK,8,2024-01-07,80648.0,Bronze,Phone,True,Clicked,,51421.16,63.0
CUST-004243,Kieran G. Bevan,kieran.bevan@hotmail.co.uk,+44 57 7912 2429,36,Millennial,NW3 7IZ,NW3,6.5,Regular,Local,UK,3,2024-01-28,80940.0,Gold,Email,True,,,3575.46,36.0
